Index, Title, Author, ISBN, Language, Pages, Published, Genre, Rating, Score, Vote, Link, Image, Image_Small, Description, Author_Link, Author_Image, Author_Born, Author_Web, Author_Bio 
52, Full Force and Effect (Jack Ryan #10), Mark Greaney, 9780399173356, English, 674, December 2 2014, Fiction* Thriller* Action* Military Fiction* Adventure* Audiobook* Mystery, 4.26 avg rating - 10.911 ratings, 394, 4, https://www.goodreads.com/book/show/22825382-full-force-and-effect, https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1412530776i/22825382.jpg, https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1412530776i/22825382._SY75_.jpg, A North Korean ICBM crashes into the Sea of Japan. A veteran CIA officer is murdered in Ho Chi Minh City* and a package of forged documents goes missing. The pieces are there* but assembling the puzzle will cost Jack Ryan* Jr. and his fellow Campus agents precious time. Time they don’t have.     The challenge facing President Jack Ryan is an old one with a terrifying new twist. The international stalemate with North Korea continues into its seventh decade.   A young* untested dictator is determined to prove his strength by breaking the deadlock. Like his father before him* he hangs his plans on the country’s nuclear ambitions. Until now* that program was impeded by a lack of resources. However* there has been a dramatic change in the nation’s economic fortune. A rich deposit of valuable minerals have been found in the Hermit Kingdom.  Coupled with their nuclear capabilities* the money from this find will make North Korea a dangerous force on the world stage.   There’s just one more step needed to complete this perfect plan…the elimination of the president of the United States. , https://www.goodreads.com/author/show/2961590.Mark_Greaney, https://images.gr-assets.com/authors/1446347246p5/2961590.jpg, Memphis* TN * The United States, http://www.markgreaneybooks.com/, Mark Greaney has a degree in International Relations and Political Science. In researching The Gray Man series he traveled to ten countries and trained extensively in the use of firearms* battlefield medicine* and close range combative tactics.Learn more at MARKGREANEYBOOKS.COMEmail Mark at MarkGreaneyBooks@gmail.com
53, Burned (Fever #7), Karen Marie Moning, 9780385344418, English, 475, January 20 2015, Urban Fantasy* Fantasy* Paranormal* Romance* Paranormal Romance* Fae* Adult, 4.17 avg rating - 36.713 ratings, 392, 4, https://www.goodreads.com/book/show/12444297-burned, https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1407503200i/12444297.jpg, https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1407503200i/12444297._SY75_.jpg, It’s easy to walk away from lies. Power is another thing. MacKayla Lane would do anything to save the home she loves. A gifted sidhe-seer* she’s already fought and defeated the deadly Sinsar Dubh—an ancient book of terrible evil—yet its hold on her has never been stronger. When the wall that protected humans from the seductive* insatiable Fae was destroyed on Halloween* long-imprisoned immortals ravaged the planet. Now Dublin is a war zone with factions battling for control. As the city heats up and the ice left by the Hoar Frost King melts* tempers flare* passions run red-hot* and dangerous lines get crossed. Seelie and Unseelie vie for power against nine ancient immortals who have governed Dublin for millennia a rival band of sidhe-seers invades the city* determined to claim it for their own Mac’s former protégé and best friend* Dani “Mega” O’Malley* is now her fierce enemy and even more urgent* Highland druid Christian MacKeltar has been captured by the Crimson Hag and is being driven deeper into Unseelie madness with each passing day. The only one Mac can depend on is the powerful* dangerous immortal Jericho Barrons* but even their fiery bond is tested by betrayal. It’s a world where staying alive is a constant struggle* the line between good and evil gets blurred* and every alliance comes at a price. In an epic battle against dark forces* Mac must decide who she can trust* and what her survival is ultimately worth. , https://www.goodreads.com/author/show/48206.Karen_Marie_Moning, https://images.gr-assets.com/authors/1497612477p5/48206.jpg, Cincinnati* Ohio* The United States, http://www.karenmoning.com, “The only other calling I ever felt was an irrepressible desire to be Captain of my own Starship. I was born in the wrong century and it wasn’t possible* so I chose to explore the universe by writing fiction instead. Books are doors to endless adventure.” -KMMKaren Marie Moning is the #1 NYT bestselling author of the Fever Series and Highlander novels.An alum of the Immaculate Conception Academy* at seventeen she attended Purdue University where she completed a BA in Society & Law* with minors in Philosophy* Creative Writing and Theatre* while working full time as a bartender and computer consultant. She intended to go to law school but after an internship with a firm of Criminal Attorneys* decided against it. For the next decade* she worke
54, Hope to Die (Alex Cross #22), James Patterson, 9781780890159, English, 374, November 24 2014, Mystery* Fiction* Thriller* Crime* Mystery Thriller* Suspense* Audiobook, 4.20 avg rating - 27.781 ratings, 389, 4, https://www.goodreads.com/book/show/20800147-hope-to-die, https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1414130505i/20800147.jpg, https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1414130505i/20800147._SY75_.jpg, Detective Alex Cross is being stalked by a psychotic genius* forced to play the deadliest game of his career. Cross's family – his loving wife Bree* the wise and lively Nana Mama* and his precious children--have been ripped away. Terrified and desperate* Cross must give this mad man what he wants if he has any chance of saving the most important people in his life. The stakes have never been higher: What will Cross sacrifice to save the ones he loves?Widely praised by the greatest crime and thriller writers of our time* Cross My Heart set a jaw-dropping story in motion. Hope to Die propels Alex Cross's greatest challenge to its astonishing finish* proving why Jeffery Deaver says "nobody does it better" than James Patterson. , https://www.goodreads.com/author/show/3780.James_Patterson, https://images.gr-assets.com/authors/1468347205p5/3780.jpg, Newburgh* New York* The United States, http://www.jamespatterson.com/, Official US SiteOfficial UK SiteJIMMY Patterson BooksReadKiddoReadJames Patterson is the world’s bestselling author. Among his creations are Alex Cross* the Women’s Murder Club* Michael Bennett* and Maximum Ride. His #1 bestselling nonfiction includes Walk in My Combat Boots* Filthy Rich* and his autobiography* James Patterson by James Patterson. He has collaborated on novels with Bill Clinton and Dolly Parton and has won an Edgar Award* nine Emmy Awards* and the National Humanities Medal. 
55, Mightier Than the Sword (The Clifton Chronicles #5), Jeffrey Archer, 9781250034519, English, 400, February 24 2015, Fiction* Historical Fiction* Audiobook* Historical* Mystery* Thriller* Drama, 4.17 avg rating - 31.639 ratings, 388, 4, https://www.goodreads.com/book/show/21853645-mightier-than-the-sword, https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1407772906i/21853645.jpg, https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1407772906i/21853645._SY75_.jpg, A bomb goes off* but how many passengers on the MV Buckingham have lost their lives? You will find out only if you read the opening chapter of Mightier than the Sword. When Harry arrives in New York* his publisher Harold Guinzberg tells him he has been elected as the next president of English PEN* which will give him the opportunity to launch a campaign for the release of a fellow author* Anatoly Babakov* who is languishing in a Russian Gulag in Siberia. His crime* writing a book Uncle Joe* which gives an insight into what it was like to work for Josef Stalin. So determined is he to see Babakov released* Harry puts his own life in danger. Emma Clifton* now Chairman of Barrington Shipping* is having to face the repercussions of the IRA bombing her ship.  Some board members feel she should resign while others* including Sebastian Clifton* newly elected to the board* are determined to see she remains as Chairman. Giles Barrington is now a Minister of the Crown* and looks set for high office* but a trip to East Germany does not end as a diplomatic success* and once again Giles' political career is thrown off balance by none other than Major Alex Fisher. Fisher decides to stand against Giles at the forthcoming general election. But this time who wins?Sebastian Clifton asks his girlfriend Samantha to marry him. She happily accepts* but then later changes her mind after she discovers what Seb has been up to behind her back. The book ends with two court trials: one at the high court in London* a libel case pitting Emma Clifton against Lady Virginia Fenwick while another* a show trial* takes place in Russia after Harry has been arrested as a spy. Thus continues book five of the Clifton Chronicles* Jeffrey Archer's most accomplished work to date* with all the trademark twists and turns that have made him one of the most successful authors in the world. , https://www.goodreads.com/author/show/4820.Jeffrey_Archer, https://images.gr-assets.com/authors/1208462800p5/4820.jpg, London* England* The United Kingdom, http://www.jeffreyarcher.co.uk/, Jeffrey Howard Archer* Baron Archer of Weston-super-Mare (born 15 April 1940) is an English author and former politician.He was a Member of Parliament and deputy chairman of the Conservative Party* and became a life peer in 1992. His political career* having suffered several controversies* ended after a conviction for perverting the course of justice and his subsequent imprisonment. He is married to Mary Archer* a scientist specialising in solar power. Outside politics* he is a novelist* playwright and short story writer.Wikipedia linkhttp://us.macmillan.com/author/jeffre...
56, Dreaming Spies (Mary Russell and Sherlock Holmes #13), Laurie R. King, 9780345531797, English, 331, February 17 2015, Mystery* Historical Fiction* Fiction* Historical* Historical Mystery* Japan* Audiobook, 4.08 avg rating - 9.187 ratings, 383, 4, https://www.goodreads.com/book/show/22318363-dreaming-spies, https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1401917932i/22318363.jpg, https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1401917932i/22318363._SX50_.jpg, NEW YORK TIMES BESTSELLER • WINNER OF THE AGATHA AWARD FOR BEST HISTORICAL NOVEL •  NAMED ONE OF THE TEN BEST MYSTERIES OF THE YEAR BY THE SEATTLE TIMESLaurie R. King’s novels of suspense featuring Mary Russell and her husband* Sherlock Holmes* are critically acclaimed and beloved by readers for the author’s adept interplay of history and adventure. Now the intrepid duo is finally trying to take a little time for themselves—only to be swept up in a baffling case that will lead them from the idyllic panoramas of Japan to the depths of Oxford’s most revered institution. After a lengthy case that had the couple traipsing all over India* Mary Russell and Sherlock Holmes are on their way to California to deal with some family business that Russell has been neglecting for far too long. Along the way* they plan to break up the long voyage with a sojourn in southern Japan. The cruising steamer Thomas Carlyle is leaving Bombay* bound for Kobe. Though they’re not the vacationing types* Russell is looking forward to a change of focus—not to mention a chance to travel to a location Holmes has not visited before. The idea of the pair being on equal footing is enticing to a woman who often must race to catch up with her older* highly skilled husband. Aboard the ship* intrigue stirs almost immediately. Holmes recognizes the famous clubman the Earl of Darley* whom he suspects of being an occasional not an unlikely career choice for a man richer in social connections than in pounds sterling. And then there’s the lithe* surprisingly fluent young Japanese woman who befriends Russell and quotes haiku. She agrees to tutor the couple in Japanese language and customs* but Russell can’t shake the feeling that Haruki Sato is not who she claims to be. Once in Japan* Russell’s suspicions are confirmed in a most surprising way. From the glorious city of Tokyo to the cavernous library at Oxford* Russell and Holmes race to solve a mystery involving international extortion* espionage* and the shocking secrets that* if revealed* could spark revolution—and topple an empire. Praise for Dreaming Spies“[Holmes and Russell’s] unusual partnership is* as always* a delight to observe* and King expertly combines rich historical detail* deftly drawn characters and taut suspense. For Holmes fans* mystery lovers and those interested in either Japan or Oxford* this novel is a multilayered and entirely enjoyable journey. ” — Shelf Awareness“Compulsively readable . . . Through astute* precise* and elegant writing* great attention to time and place* and beautifully realized characters* King has created a mystery series that is at once intelligent* reflective* and action filled. ” — Library Journal“A story that keeps the reader enthralled . . . one of the most consistently outstanding mystery series out there. Any time spent with the Russell-Holmes duo is a delight. ” — Booklist“Snappy prose and a captivating plot distinguish King’s fourteenth novel featuring Mary Russell and her husband* Sherlock Holmes. . . . Many will find the character deepened by his partnership with the spirited and clever Russell. ” — Publishers Weekly“The author continues to offer up incredible plotlines. . . . [Holmes and Russell’s] emotional bond only adds to the magic* suspense* and beauty of the original creation. King’s imagination continues to shine!” — Suspense Magazine“[King] manages more surprises than usual in this graceful exercise in cultural tourism–cum-intrigue. ” — Kirkus Reviews, https://www.goodreads.com/author/show/6760.Laurie_R_King, https://images.gr-assets.com/authors/1391224846p5/6760.jpg, Oakland* California* The United States, http://laurierking.com/, Edgar-winning mystery writer Laurie R. King writes series and standalone novels. Her official forum is  THE LRK VIRTUAL BOOK CLUB here on Goodreads--please join us for book-discussing fun. King's 2018 novel* Island of the Mad* sees Mary Russell and Sherlock Holmes travel from London's Bedlam to the glitter of Venice's Lido*where Young Things and the friends of Cole Porter pass Mussolini's Blackshirts in the streets. The Mary Russell/Sherlock Holmes series follows a brilliant young woman who becomes the student* then partner* of the great detective. [click here for an excerpt of the first in the series* The Beekeeper's Apprentice] The Stuyvesant and Grey series (Touchstone- The Bones of Paris) takes place in Europe between the Wars. The Kate
57, Pope Joan, Donna Woolfolk Cross, null, English, 534, January 1 1996, Historical Fiction* Fiction* Historical* Religion* Book Club* Medieval* Italy, 4.08 avg rating - 69.895 ratings, 383, 4, https://www.goodreads.com/book/show/6587628-pope-joan, https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1583092537i/6587628.jpg, https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1583092537i/6587628._SY75_.jpg, For a thousand years men have denied her existence--Pope Joan* the woman who disguised herself as a man and rose to rule Christianity for two years. Now this compelling novel animates the legend with a portrait of an unforgettable woman who struggles against  restrictions her soul cannot accept. When her older brother dies in a Viking attack* the brilliant young Joan assumes his identity and enters a Benedictine monastery where* as  Brother John Anglicus* she distinguishes herself as a scholar and healer. Eventually drawn to Rome* she soon becomes enmeshed in a dangerous mix of powerful passion and explosive politics that threatens her life even as it elevates her to the highest throne in the Western world. , https://www.goodreads.com/author/show/44605.Donna_Woolfolk_Cross, https://images.gr-assets.com/authors/1322494590p5/44605.jpg, New York* The United States, http://www.popejoan.com, Donna Woolfolk Cross graduated cum laude* Phi Beta Kappa* from the University of Pennsylvania in 1969 with a B.A. in English. She moved to London* England* after graduation* and worked as an editorial assistant for a small publishing house on Fleet Street* W.H. Allen and Company. Upon her return to the United States* Cross worked at Young and Rubicam* a Madison Avenue advertising firm* before going on to graduate school at UCLA where she earned a master's degree in Literature and Writing in 1972.In 1973* Cross moved with her husband to upstate New York where she began teaching writing in a college English Department. Now writing is her fulltime career.She is the author of two books on language* Word Abuse: How the Words We Use Use Us and Me
58, Funny Girl, Nick Hornby, 9781594205415, English, 452, November 6 2014, Fiction* Historical Fiction* Humor* Audiobook* British Literature* Contemporary* Adult, 3.40 avg rating - 29.775 ratings, 364, 4, https://www.goodreads.com/book/show/22749994-funny-girl, https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1415127744i/22749994.jpg, https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1415127744i/22749994._SY75_.jpg, Make them laugh* and they're yours forever . . . Barbara Parker is Miss Blackpool of 1964* but she doesn't want to be a beauty queen. She wants to make people laugh. So she leaves her hometown behind* takes herself to London* and overnight she becomes the lead in a new BBC comedy* Sophie Straw: charming* gorgeous* destined to win the nation's hearts. , https://www.goodreads.com/author/show/2929.Nick_Hornby, https://images.gr-assets.com/authors/1422915487p5/2929.jpg, Redhill* Surrey* England* The United Kingdom, http://www.nickhornby.co.uk, Nick Hornby is the author of the novels A Long Way Down* Slam* How to Be Good* High Fidelity* and About a Boy* and the memoir Fever Pitch. He is also the author of Songbook* a finalist for a National Book Critics Circle Award* Shakespeare Wrote for Money* and The Polysyllabic Spree* as well as the editor of the short-story collection Speaking with the Angel. He is a recipient of the American Academy of Arts and Letters’ E. M. Forster Award and the winner of the 2003 Orange Word International Writers’ London Award. Among his many other honors and awards* four of his titles have been named New York Times Notable Books. A film written by Hornby* An Education – shown at the Sundance Film Festival to great acclaim – was the lead movie at the 200
59, The Buried Giant, Kazuo Ishiguro, 9780307271037, English, 317, March 3 2015, Fantasy* Fiction* Historical Fiction* Literary Fiction* Magical Realism* Novels* Historical, 3.56 avg rating - 96.218 ratings, 297, 3, https://www.goodreads.com/book/show/22522805-the-buried-giant, https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1451444392i/22522805.jpg, https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1451444392i/22522805._SX50_.jpg, "You've long set your heart against it* Axl* I know. But it's time now to think on it anew. There's a journey we must go on* and no more delay. . . "The Buried Giant begins as a couple set off across a troubled land of mist and rain in the hope of finding a son they have not seen in years. Sometimes savage* often intensely moving* Kazuo Ishiguro's first novel in nearly a decade is about lost memories* love* revenge* and war. Included on TIME Magazine's "THE 100 BEST FANTASY BOOKS OF ALL TIME", https://www.goodreads.com/author/show/4280.Kazuo_Ishiguro, https://images.gr-assets.com/authors/1424906625p5/4280.jpg, Nagasaki* Japan, Kazuo Ishiguro’s books, Sir Kazuo Ishiguro (カズオ・イシグロ or 石黒 一雄)* OBE* FRSA* FRSL is a British novelist of Japanese origin and Nobel Laureate in Literature (2017). His family moved to England in 1960. Ishiguro obtained his Bachelor's degree from the University of Kent in 1978 and his Master's from the University of East Anglia's creative writing course in 1980. He became a British citizen in 1982. He now lives in London.His first novel* A Pale View of Hills* won the 1982 Winifred Holtby Memorial Prize. His second novel* An Artist of the Floating World* won the 1986 Whitbread Prize. Ishiguro received the 1989 Man Booker prize for his third novel The Remains of the Day. His fourth novel* The Unconsoled* won the 1995 Cheltenham Prize. His latest novel is The Buried Gia
60, Private Vegas (Private #9), James Patterson, 9780316211154, English, 361, January 26 2015, Mystery* Fiction* Thriller* Crime* Suspense* Mystery Thriller* Audiobook, 3.78 avg rating - 13.801 ratings, 296, 3, https://www.goodreads.com/book/show/21423303-private-vegas, https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1394568740i/21423303.jpg, https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1394568740i/21423303._SY75_.jpg, What happens in Vegas. . . stays Private. Las Vegas is a city of contradictions: seedy and glamorous* secretive and wild* Vegas attracts people of all kinds--especially those with a secret to hide* or a life to leave behind. It's the perfect location for Lester Olsen's lucrative business. He gets to treat gorgeous* young women to five-star restaurants* splashy shows* and limo rides--and then he teaches them how to kill. Private Jack Morgan spends most of his time in Los Angeles* where his top investigation firm has its headquarters. But a hunt for two criminals leads him to the city of sin--and to a murder ring that is more seductively threatening than anything he's witnessed before. Private Vegas brings James Patterson's Private series to a sensational new level. , https://www.goodreads.com/author/show/3780.James_Patterson, https://images.gr-assets.com/authors/1468347205p5/3780.jpg, Newburgh* New York* The United States, http://www.jamespatterson.com/, Official US SiteOfficial UK SiteJIMMY Patterson BooksReadKiddoReadJames Patterson is the world’s bestselling author. Among his creations are Alex Cross* the Women’s Murder Club* Michael Bennett* and Maximum Ride. His #1 bestselling nonfiction includes Walk in My Combat Boots* Filthy Rich* and his autobiography* James Patterson by James Patterson. He has collaborated on novels with Bill Clinton and Dolly Parton and has won an Edgar Award* nine Emmy Awards* and the National Humanities Medal. 
61, Crash & Burn (Tessa Leoni #3), Lisa Gardner, 9780525954569, English, 389, February 3 2015, Mystery* Thriller* Fiction* Suspense* Crime* Mystery Thriller* Audiobook, 4.03 avg rating - 21.430 ratings, 295, 3, https://www.goodreads.com/book/show/22571612-crash-burn, https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1403630851i/22571612.jpg, https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1403630851i/22571612._SY75_.jpg, My name is Nicky Frank. Except* most likely* it isn’t.  Nicole Frank shouldn’t have been able to survive the car accident* much less crawl up the steep ravine. Not in the dark* not in the rain* not with her injuries. But one thought allows her to defy the odds and flag down help: Vero.  I’m looking for a little girl. I have to save her. Except* most likely* she doesn’t exist.  Sergeant Wyatt Foster is frustrated when even the search dogs can’t find any trace of the mysterious missing child. Until Nicky’s husband* Thomas* arrives with a host of shattering revelations: Nicole Frank suffers from a rare brain injury and the police shouldn’t trust anything she says.  My husband claims he’ll do anything to save me. Except* most likely* he can’t.  Who is Nicky Frank* and what happened the night her car sailed off the road? Was it a random accident or something more sinister given the woman’s lack of family and no close friends? The deeper Wyatt digs* the more concerned he becomes. Because it turns out* in the past few months* Nicky has suffered from more than one close accident. . . . In fact* it would appear someone very much wants her dead.  This is my life. Except* most likely* it’s not. Now watch me crash and burn. , https://www.goodreads.com/author/show/18282.Lisa_Gardner, https://images.gr-assets.com/authors/1395879573p5/18282.jpg, The United States, http://www.lisagardner.com/, Lisa Gardner is a #1 New York Times bestselling crime novelist. A self-described research junkie* she has parlayed her interest in police procedure and twisted minds into a streak of twenty-plus thrillers. Her latest* BEFORE SHE DISAPPEARED* is available January 19* 2021.Meet Frankie Elkin* an everyday* average person who specializes in finding missing people. When the locals have given up* when the media has never bothered to care* Frankie takes on the challenge. Her latest mission has brought her to Mattapan* Boston* to find a missing Haitian teen. Eleven months later* Angelique Badeau's disappearance remains a mystery. What happened to the quiet* studious teen? Frankie learns quickly the dangers of asking too many questions* but that won
62, Four: A Divergent Story Collection (Divergent #0.1-0.4), Veronica Roth, 9780062285683, English, 285, July 8 2014, Young Adult* Dystopia* Fiction* Fantasy* Science Fiction* Short Stories* Romance, 3.97 avg rating - 210.593 ratings, 293, 3, https://www.goodreads.com/book/show/18126198-four, https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1393687572i/18126198.jpg, https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1393687572i/18126198._SY75_.jpg, Celebrate the 10th anniversary of Divergent with a special edition of Four* a collection in the #1 New York Times bestselling series that captured the hearts of millions of readers and inspired a series of major motion pictures starring Shailene Woodley. This edition features exclusive content from Veronica Roth and beautiful reimagined cover art from award-winning illustrator Victo Ngai. Readers first encountered Tobias as "Four" in Divergent and will find more of this charismatic character's backstory told from his own perspective in Four: A Divergent Collection. When read together* these long narrative pieces illuminate the defining moments in Tobias's life* from his transfer from Abnegation to Dauntless* his initiation* and the decisions of loyalty—and love—that Tobias makes in the weeks after he meets Tris Prior. “The same mix of tension* uncertainty* and hope that made the original stories irresistible. A welcome trip down memory lane. ” —Publishers Weekly“Fans of Divergent who can’t get enough—and maybe even the rare reader who missed the first rush—will snap up this story collection told. It will fly off the shelves and for good reason. ” —ALA Booklist, https://www.goodreads.com/author/show/4039811.Veronica_Roth, https://images.gr-assets.com/authors/1588707274p5/4039811.jpg, The United States, http://veronicarothbooks.com, Veronica Roth is the New York Times best-selling author of Poster Girl* Chosen Ones* the short story collection The End and Other Beginnings* the Divergent series* and the Carve the Mark duology. She is also the guest editor of The Best American Science Fiction and Fantasy 2021. Her new novella* Arch-Conspirator* will be released in February. Veronica lives in Chicago* Illinois.Sign up for Veronica's newsletter to hear news* writing thoughts* book recommendations* etc.! 
63, Last to Die (Rizzoli & Isles #10), Tess Gerritsen, 9780345515636, English, 338, August 16 2012, Mystery* Thriller* Crime* Fiction* Suspense* Mystery Thriller* Detective, 4.12 avg rating - 31.612 ratings, 292, 3, https://www.goodreads.com/book/show/13272498-last-to-die, https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388194995i/13272498.jpg, https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388194995i/13272498._SY75_.jpg, For the second time in his short life* Teddy Clock has survived a massacre. Two years ago* he barely escaped when his entire family was slaughtered. Now* at fourteen* in a hideous echo of the past* Teddy is the lone survivor of his foster family’s mass murder. Orphaned once more* the traumatized teenager has nowhere to turn—until the Boston PD puts detective Jane Rizzoli on the case. Determined to protect this young man* Jane discovers that what seemed like a coincidence is instead just one horrifying part of a relentless killer’s merciless mission. Jane spirits Teddy to the exclusive Evensong boarding school* a sanctuary where young victims of violent crime learn the secrets and skills of survival in a dangerous world. But even behind locked gates* and surrounded by acres of sheltering Maine wilderness* Jane fears that Evensong’s mysterious benefactors aren’t the only ones watching. When strange blood-splattered dolls are found dangling from a tree* Jane knows that her instincts are dead on. And when she meets Will Yablonski and Claire Ward* students whose tragic pasts bear a shocking resemblance to Teddy’s* it becomes chillingly clear that a circling predator has more than one victim in mind. Joining forces with her trusted partner* medical examiner Maura Isles* Jane is determined to keep these orphans safe from harm. But an unspeakable secret dooms the children’s fate—unless Jane and Maura can finally put an end to an obsessed killer’s twisted quest. , https://www.goodreads.com/author/show/18149.Tess_Gerritsen, https://images.gr-assets.com/authors/1416348007p5/18149.jpg, The United States, http://www.tessgerritsen.com/, Internationally bestselling author Tess Gerritsen took an unusual route to a writing career. A graduate of Stanford University* Tess went on to medical school at the University of California* San Francisco* where she was awarded her M.D.While on maternity leave from her work as a physician* she began to write fiction. In 1987* her first novel was published. Call After Midnight* a romantic thriller* was followed by eight more romantic suspense novels. She also wrote a screenplay* "Adrift"* which aired as a 1993 CBS Movie of the Week starring Kate Jackson.Tess's first medical thriller* Harvest* was released in hardcover in 1996* and it marked her debut on the New York Times bestseller list. Her suspense novels since then have been: Life Suppo
64, Cold Cold Heart, Tami Hoag, 9780525954545, English, 389, January 1 2014, Mystery* Thriller* Fiction* Suspense* Crime* Mystery Thriller* Audiobook, 3.89 avg rating - 16.058 ratings, 292, 3, https://www.goodreads.com/book/show/18693918-cold-cold-heart, https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1382937667i/18693918.jpg, https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1382937667i/18693918._SY75_.jpg, #1 New York Times bestselling author Tami Hoag delivers a shocking new thrillerDana Nolan was a promising young TV reporter until a notorious serial killer tried to add her to his list of victims.   Nearly a year has passed since surviving her ordeal* but the physical* emotional* and psychological scars run deep.   Struggling with the torment of post-traumatic stress syndrome* plagued by flashbacks and nightmares as dark as the heart of a killer* Dana returns to her hometown in an attempt to begin to put her life back together.   But home doesn’t provide the comfort she expects.  Dana’s harrowing story and her return to small town life have rekindled police and media interest in the unsolved case of her childhood best friend* Casey Grant* who disappeared without a trace the summer after their graduation from high school.   Terrified of truths long-buried* Dana reluctantly begins to look back at her past.   Viewed through the dark filter of PTSD* old friends and loved ones become suspects and enemies.   Questioning everything she knows* refusing to be defined by the traumas of her past and struggling against excruciating odds* Dana seeks out a truth that may prove too terrible to be believed…, https://www.goodreads.com/author/show/9890.Tami_Hoag, https://images.gr-assets.com/authors/1418152482p5/9890.jpg, Cresco* Iowa* The United States, http://www.tamihoag.com, Tami Hoag is the #1 internationally bestselling author of more than thirty books published in more than thirty languages worldwide* including her latest thrillers—BITTER SEASON* COLD COLD HEART and THE 9TH GIRL. Renowned for combining thrilling plots with character-driven suspense* Hoag first hit the New York Times Bestseller list with NIGHT SINS* and each of her books since has been a bestseller. She leads a double life in Palm Beach County* Florida where she is also known as a top competitive equestrian in the Olympic discipline of dressage. Other interests include the study of psychology* and mixed martial arts fighting. Visit her at www.tamihoag.com* Facebook.com/TamiHoag and on Twitter @TamiHoag
65, Somewhere Safe with Somebody Good (Mitford Years #12), Jan Karon, 9780971292710, English, 511, September 2 2014, Christian Fiction* Fiction* Christian* Inspirational* Audiobook* Adult Fiction* Contemporary, 4.28 avg rating - 13.222 ratings, 288, 3, https://www.goodreads.com/book/show/20702311-somewhere-safe-with-somebody-good, https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1400863027i/20702311.jpg, https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1400863027i/20702311._SY75_.jpg, After five hectic years of retirement from Lord’s Chapel* Father Tim Kavanagh returns with his wife* Cynthia* from a so-called pleasure trip to the land of his Irish ancestors. While glad to be at home in Mitford* something is definitely missing: a pulpit. But when he’s offered one* he decides he doesn’t want it. Maybe he’s lost his passion. His adopted son* Dooley* wrestles with his own passions—for the beautiful and gifted Lace Turner and his vision to become a successful country vet. Dooley’s brother* Sammy* still enraged by his mother’s abandonment* destroys one of Father Tim’s prized possessions. And Hope Murphy* owner of Happy Endings bookstore* struggles with the potential loss of her unborn child and her hard-won business. All this as Wanda’s Feel Good Café opens* a romance catches fire through an Internet word game* their former mayor hatches a re-election campaign to throw the bums out* and the weekly Muse poses a probing inquiry: Does Mitford still take care of its own?Millions of fans will applaud the chance to spend time* once more* in the often comic and utterly human presence of Jan Karon’s characters. Indeed* they have never been more sympathetic* bighearted* and engaging. , https://www.goodreads.com/author/show/40552.Jan_Karon, https://images.gr-assets.com/authors/1596307533p5/40552.jpg, Lenoir* North Carolina* The United States, http://www.mitfordbooks.com/, Born Janice Meredith Wilson in 1937* Jan Karon was raised on a farm near Lenoir* North Carolina. Karon knew at a very early age that she wanted to be a writer. She penned her first novel when she was 10 years old* the same year she won a short-story contest organized by the local high school. Karon married as a teenager and had a daughter* Candace. At 18* Karon began working as a receptionist for a Charlotte* N.C. advertising agency. She advanced in the company after leaving samples of her writing on the desk of her boss* who eventually noticed her talent. Karon went on to have a highly successful career in the field* winning awards for ad agencies from Charlotte to San Francisco. In time* she became a creative vice president at the high-pr
