Index, Title, Author, Author_Link, Author_Image, Author_Born, Author_Web, Author_Bio 
1, All the Light We Cannot See, Anthony Doerr, https://www.goodreads.com/author/show/28186.Anthony_Doerr, https://images.gr-assets.com/authors/1417812584p5/28186.jpg," Cleveland, Ohio, The United States", http://www.anthonydoerr.com/," Anthony Doerr is the author of six books, The Shell Collector, About Grace, Memory Wall, Four Seasons in Rome, All the Light We Cannot See, and Cloud Cuckoo Land. Doerr is a two-time National Book Award finalist, and his fiction has won five O. Henry Prizes and won a number of prizes including the Pulitzer Prize and the Carnegie Medal. Become a fan on Facebook and stay up-to-date on his latest publications."
2, The Nightingale, Kristin Hannah, https://www.goodreads.com/author/show/54493.Kristin_Hannah, https://images.gr-assets.com/authors/1517255843p5/54493.jpg," Southern California, The United States", http://kristinhannah.com," Kristin Hannah is the award-winning and bestselling author of more than 20 novels including the international blockbuster, The Nightingale, which was named Goodreads Best Historical fiction novel for 2015 and won the coveted People's Choice award for best fiction in the same year. It was named a Best Book of the Year by Amazon, iTunes, Buzzfeed, the Wall Street Journal, Paste, and The Week. In 2018, The Great Alone became an instant New York Times #1 bestseller and was named the Best Historical Novel of the Year by Goodreads.The Four Winds was published in February of 2021 and immediately hit #1 on the New York Times, Wall Street Journal, USA Today, and Indie bookstore's bestseller lists. Additionally, it was selected as a book club pick by"
3, The Girl on the Train, Paula Hawkins, https://www.goodreads.com/author/show/1063732.Paula_Hawkins, https://images.gr-assets.com/authors/1492111911p5/1063732.jpg, Zimbabwe, http://paulahawkinsbooks.com/," Paula Hawkins is the author of the #1 New York Times bestseller The Girl on the Train, which was made into a major motion picture. Her new novel of psychological suspense, Into The Water, is coming May 2."
4, The Fault in Our Stars, John Green, https://www.goodreads.com/author/show/1406384.John_Green, https://images.gr-assets.com/authors/1353452301p5/1406384.jpg," Indianapolis, The United States", http://www.johngreenbooks.com/," Librarian Note: There is more than one author in the Goodreads database with this name.John Green's first novel, Looking for Alaska, won the 2006 Michael L. Printz Award presented by the American Library Association. His second novel, An Abundance of Katherines, was a 2007 Michael L. Printz Award Honor Book and a finalist for the Los Angeles Times Book Prize. His next novel, Paper Towns, is a New York Times bestseller and won the Edgar Allen Poe Award for Best YA Mystery. In January 2012, his most recent novel, The Fault in Our Stars, was met with wide critical acclaim, unprecedented in Green's career. The praise included rave reviews in Time Magazine and The New York Times, on NPR, and from award-winning author Markus Zusak. The book also "
5, Gone Girl, Gillian Flynn, https://www.goodreads.com/author/show/2383.Gillian_Flynn, https://images.gr-assets.com/authors/1232123231p5/2383.jpg," Kansas City, MO, The United States", http://gillian-flynn.com/," Gillian Flynn is an American author and television critic for Entertainment Weekly. She has so far written three novels, Sharp Objects, for which she won the 2007 Ian Fleming Steel Dagger for the best thriller, Dark Places, and her best-selling third novel Gone Girl.Her book has received wide praise, including from authors such as Stephen King. The dark plot revolves around a serial killer in a Missouri town, and the reporter who has returned from Chicago to cover the event. Themes include dysfunctional families,violence and self-harm.In 2007 the novel was shortlisted for the Mystery Writers of America Edgar for Best First Novel by an American Writer, Crime Writers' Association Duncan Lawrie, CWA New Blood and Ian Fleming Steel Daggers, win"
6, Me Before You (Me Before You #1), Jojo Moyes, https://www.goodreads.com/author/show/281810.Jojo_Moyes, https://images.gr-assets.com/authors/1400624880p5/281810.jpg," London, England, The United Kingdom", http://www.jojomoyes.com," Jojo Moyes is a British novelist.Moyes studied at Royal Holloway, University of London. She won a bursary financed by The Independent newspaper to study journalism at City University and subsequently worked for The Independent for 10 years. In 2001 she became a full time novelist. Moyes' novel Foreign Fruit won the Romantic Novelists' Association (RNA) Romantic Novel of the Year in 2004.She is married to journalist Charles Arthur and has three children."
7, Orphan Train, Christina Baker Kline, https://www.goodreads.com/author/show/157146.Christina_Baker_Kline, https://images.gr-assets.com/authors/1585081025p5/157146.jpg," Cambridge, The United Kingdom", http://christinabakerkline.com/," A #1 New York Times bestselling author of eight novels, including The Exiles, Orphan Train, and A Piece of the World, Christina Baker Kline is published in 40 countries. Her novels have received the New England Prize for Fiction, the Maine Literary Award, and a Barnes & Noble Discover Award, among other prizes, and have been chosen by hundreds of communities, universities and schools as “One Book, One Read” selections. Her essays, articles, and reviews have appeared in publications such as the New York Times and the NYT Book Review, the Boston Globe, the San Francisco Chronicle, LitHub, Psychology Today, Poets & Writers, and Salon. Born in England and raised in the American South and Maine, Kline is a graduate of Yale (B.A.), Cambridge (M.A"
8, The Goldfinch, Donna Tartt, https://www.goodreads.com/author/show/8719.Donna_Tartt, https://s.gr-assets.com/assets/nophoto/user/u_200x266-e183445fd1a1b5cc7075bb1cf7043306.png," Greenwood, Mississippi, The United States",," Donna Tartt is an American writer who received critical acclaim for her first two novels, The Secret History and The Little Friend, which have been translated into thirty languages. Tartt was the 2003 winner of the WH Smith Literary Award for The Little Friend. Her novel The Goldfinch won the Pulitzer Prize in 2014. The daughter of Don and Taylor Tartt, she was born in Greenwood, Mississippi but raised 32 miles away in Grenada, Mississippi. At age five, she wrote her first poem, and she first saw publication in a Mississippi literary review at age 13.Enrolling in the University of Mississippi in 1981, she pledged to the sorority Kappa Kappa Gamma. Her writing caught the attention of Willie Morris while she was a freshman. Following a recomm"
9, Big Little Lies, Liane Moriarty, https://www.goodreads.com/author/show/322069.Liane_Moriarty, https://images.gr-assets.com/authors/1459827224p5/322069.jpg," Sydney, Australia", http://www.lianemoriarty.com," Liane Moriarty is the author of the #1 New York Times bestsellers Big Little Lies, The Husband’s Secret, and Truly Madly Guilty, the New York Times bestsellers Apples Never Fall, Nine Perfect Strangers, What Alice Forgot, and The Last Anniversary, The Hypnotist’s Love Story, and Three Wishes. She lives in Sydney, Australia, with her husband and two children."
10, The Invention of Wings, Sue Monk Kidd, https://www.goodreads.com/author/show/4711.Sue_Monk_Kidd, https://images.gr-assets.com/authors/1574862600p5/4711.jpg," Sylvester, Georgia, The United States", http://www.suemonkkidd.com/," SUE MONK KIDD was raised in the small town of Sylvester, Georgia. She graduated from Texas Christian University in 1970 and later took creative writing courses at Emory University, as well as studying at Sewanee, Bread Loaf, and other writers’ conferences. In her forties, Kidd turned her attention to writing fiction, winning the South Carolina Fellowship in Literature and the 1996 Poets & Writers Exchange Program in Fiction.When her first novel, The Secret Life of Bees, was published by Viking in 2002, it became a genuine literary phenomenon, spending more than 2½ years on the New York Times bestseller list. It has been translated into 36 languages and sold more than 6 million copies in the U.S. and 8 million copies worldwide. Bees was name"
11, Sarah's Key, Tatiana de Rosnay, https://www.goodreads.com/author/show/305400.Tatiana_de_Rosnay, https://images.gr-assets.com/authors/1527229809p5/305400.jpg," Neuilly sur Seine, France", http://www.tatianaderosnay.com/," New book !""The Rain Watcher""Saint Martins Press USAOctober 2018""Sentinelle de la Pluie""Editions Héloise d'Ormessonand in Norway, Holland, Sweden and Germany. Follow me on Twitter at http://twitter.com/tatianaderosnayInstagramhttps://www.instagram.com/tatianadero...My website :http://www.tatianaderosnay.com/Facebook page :http://www.facebook.com/tatianaderosnay TATIANA DE ROSNAY was born in the suburbs of Paris and is of English, French and Russian descent. She is the author of 8 French novels. Tatiana de Rosnay is married and has two children. She lives in Paris with her family. She is the author of several novels, Sarah's Key, A Secret Kept (Boomerang) and The House I Loved (Rose) The Other Story (A L'Encre Russe) and ""Manderley Forever', "
12, The Husband's Secret, Liane Moriarty, https://www.goodreads.com/author/show/322069.Liane_Moriarty, https://images.gr-assets.com/authors/1459827224p5/322069.jpg," Sydney, Australia", http://www.lianemoriarty.com," Liane Moriarty is the author of the #1 New York Times bestsellers Big Little Lies, The Husband’s Secret, and Truly Madly Guilty, the New York Times bestsellers Apples Never Fall, Nine Perfect Strangers, What Alice Forgot, and The Last Anniversary, The Hypnotist’s Love Story, and Three Wishes. She lives in Sydney, Australia, with her husband and two children."
13, Gray Mountain, John Grisham, https://www.goodreads.com/author/show/721.John_Grisham, https://images.gr-assets.com/authors/1650547491p5/721.jpg," Jonesboro, Arkansas, The United States", http://www.jgrisham.com/," John Grisham is the author of forty-seven consecutive #1 bestsellers, which have been translated into nearly fifty languages. His recent books include The Judge's List, Sooley, and his third Jake Brigance novel, A Time for Mercy, which is being developed by HBO as a limited series. Grisham is a two-time winner of the Harper Lee Prize for Legal Fiction and was honored with the Library of Congress Creative Achievement Award for Fiction. When he's not writing, Grisham serves on the board of directors of the Innocence Project and of Centurion Ministries, two national organizations dedicated to exonerating those who have been wrongfully convicted. Much of his fiction explores deep-seated problems in our criminal justice system. John lives on a f"
14, Memory Man (Amos Decker #1), David Baldacci, https://www.goodreads.com/author/show/9291.David_Baldacci, https://images.gr-assets.com/authors/1622821181p5/9291.jpg," Richmond, Virginia, The United States", http://davidbaldacci.com/," David Baldacci has been writing since childhood, when his mother gave him a lined notebook in which to write down his stories. (Much later, when David thanked her for being the spark that ignited his writing career, she revealed that she’d given him the notebook to keep him quiet, ""because every mom needs a break now and then.”) David published his first novel, Absolute Power, in 1996, the feature film adaptation followed, with Clint Eastwood as its director and star. In total, David has published 46 novels for adults, all have been national and international bestsellers, and several have been adapted for film and television. His books are published in over 45 languages and in more than 80 countries, with 150 million copies sold worldwide. "
15, Sycamore Row (Jake Brigance #2), John Grisham, https://www.goodreads.com/author/show/721.John_Grisham, https://images.gr-assets.com/authors/1650547491p5/721.jpg," Jonesboro, Arkansas, The United States", http://www.jgrisham.com/," John Grisham is the author of forty-seven consecutive #1 bestsellers, which have been translated into nearly fifty languages. His recent books include The Judge's List, Sooley, and his third Jake Brigance novel, A Time for Mercy, which is being developed by HBO as a limited series. Grisham is a two-time winner of the Harper Lee Prize for Legal Fiction and was honored with the Library of Congress Creative Achievement Award for Fiction. When he's not writing, Grisham serves on the board of directors of the Innocence Project and of Centurion Ministries, two national organizations dedicated to exonerating those who have been wrongfully convicted. Much of his fiction explores deep-seated problems in our criminal justice system. John lives on a f"
16, The Escape (John Puller #3), David Baldacci, https://www.goodreads.com/author/show/9291.David_Baldacci, https://images.gr-assets.com/authors/1622821181p5/9291.jpg," Richmond, Virginia, The United States", http://davidbaldacci.com/," David Baldacci has been writing since childhood, when his mother gave him a lined notebook in which to write down his stories. (Much later, when David thanked her for being the spark that ignited his writing career, she revealed that she’d given him the notebook to keep him quiet, ""because every mom needs a break now and then.”) David published his first novel, Absolute Power, in 1996, the feature film adaptation followed, with Clint Eastwood as its director and star. In total, David has published 46 novels for adults, all have been national and international bestsellers, and several have been adapted for film and television. His books are published in over 45 languages and in more than 80 countries, with 150 million copies sold worldwide. "
17, The Rosie Effect (Don Tillman #2), Graeme Simsion, https://www.goodreads.com/author/show/1895943.Graeme_Simsion, https://images.gr-assets.com/authors/1613778776p5/1895943.jpg," Auckland, New Zealand", http://www.graemesimsion.com," Graeme Simsion is a former IT consultant and the author of two nonfiction books on database design who decided, at the age of fifty, to turn his hand to fiction. His first novel, The Rosie Project, was published in 2013 and translation rights have been sold in forty languages. Movie rights have been optioned to Sony Pictures. The sequels, The Rosie Effect, and The Rosie Result, were also bestsellers, with total sales of the series in excess of five million. Graeme's third novel was The Best of Adam Sharp, a story of a love affair re-kindled - and its consequences. Movie rights have been optioned by Vocab Films / New Sparta Films with Toni Collette attached to direct.Creative Differences was originally created as an 'Audible Original' audiob"
18, Leaving Time, Jodi Picoult, https://www.goodreads.com/author/show/7128.Jodi_Picoult, https://images.gr-assets.com/authors/1657141143p5/7128.jpg," Nesconset, Long Island, New York,, The United States", http://www.jodipicoult.com/," Jodi Picoult is the #1 New York Times bestselling author of twenty-eight novels, including Wish You Were Here, Small Great Things, Leaving Time, and My Sister’s Keeper, and, with daughter Samantha van Leer, two young adult novels, Between the Lines and Off the Page. Picoult lives in New Hampshire.MAD HONEY, her new novel co-authored with Jennifer Finney Boylan, is available in hardcover, ebook, and audio on October 4, 2022.Website: http://www.jodipicoult.com/Facebook: https://www.facebook.com/jodipicoult Twitter: https://twitter.com/jodipicoult"
19, Be Careful What You Wish For (The Clifton Chronicles #4), Jeffrey Archer, https://www.goodreads.com/author/show/4820.Jeffrey_Archer, https://images.gr-assets.com/authors/1208462800p5/4820.jpg," London, England, The United Kingdom", http://www.jeffreyarcher.co.uk/," Jeffrey Howard Archer, Baron Archer of Weston-super-Mare (born 15 April 1940) is an English author and former politician.He was a Member of Parliament and deputy chairman of the Conservative Party, and became a life peer in 1992. His political career, having suffered several controversies, ended after a conviction for perverting the course of justice and his subsequent imprisonment. He is married to Mary Archer, a scientist specialising in solar power. Outside politics, he is a novelist, playwright and short story writer.Wikipedia linkhttp://us.macmillan.com/author/jeffre..."
20, A Spool of Blue Thread, Anne Tyler, https://www.goodreads.com/author/show/457.Anne_Tyler, https://images.gr-assets.com/authors/1529285150p5/457.jpg," Minneapolis, Minnesota, The United States", https://www.facebook.com/AnneTylerAuthor," Anne Tyler was born in Minneapolis, Minnesota, in 1941 and grew up in Raleigh, North Carolina. She graduated at nineteen from Duke University and went on to do graduate work in Russian studies at Columbia University. She has published 20 novels, her debut novel being If Morning Ever Comes in (1964). Her eleventh novel, Breathing Lessons, was awarded the Pulitzer Prize in 1988. She is a member of the American Academy of Arts and Letters."
21, What Alice Forgot, Liane Moriarty, https://www.goodreads.com/author/show/322069.Liane_Moriarty, https://images.gr-assets.com/authors/1459827224p5/322069.jpg," Sydney, Australia", http://www.lianemoriarty.com," Liane Moriarty is the author of the #1 New York Times bestsellers Big Little Lies, The Husband’s Secret, and Truly Madly Guilty, the New York Times bestsellers Apples Never Fall, Nine Perfect Strangers, What Alice Forgot, and The Last Anniversary, The Hypnotist’s Love Story, and Three Wishes. She lives in Sydney, Australia, with her husband and two children."
22, Before I Go, Colleen Oakley, https://www.goodreads.com/author/show/3126893.Colleen_Oakley, https://images.gr-assets.com/authors/1396903027p5/3126893.jpg, , http://www.colleenoakley.com," Colleen Oakley is the USA Today bestselling author of The Invisible Husband of Frick Island, You Were There Too and other unconventional love stories. Her books have been named best books by People Magazine, Us Weekly, Library Journal, and Real Simple, and long-listed for the Pat Conroy Southern Book Prize. Her fifth novel THE MOSTLY TRUE STORY OF TANNER & LOUISE will be published by Berkley/Penguin in March 2023."
23, As Chimney Sweepers Come to Dust (Flavia de Luce #7), Alan Bradley, https://www.goodreads.com/author/show/1074866.Alan_Bradley, https://images.gr-assets.com/authors/1256021843p5/1074866.jpg," Toronto, Canada", http://www.alanbradleyauthor.com," Librarian Note: There is more than one author in the Goodreads database with this name. With an education in electronic engineering, Alan worked at numerous radio and television stations in Ontario, and at Ryerson Polytechnical Institute (now Ryerson University) in Toronto, before becoming Director of Television Engineering in the media centre at the University of Saskatchewan in Saskatoon, where he remained for 25 years before taking early retirement to write in 1994.He became the first President of the Saskatoon Writers, and a founding member of the Saskatchewan Writers Guild. His children's stories were published in The Canadian Children's Annual, and his short story, Meet Miss Mullen, was the first recipient of the Saskatchewan Writers "
24, Revival, Stephen King, https://www.goodreads.com/author/show/3389.Stephen_King, https://images.gr-assets.com/authors/1362814142p5/3389.jpg," Portland, Maine, The United States", http://www.stephenking.com," Stephen Edwin King was born the second son of Donald and Nellie Ruth Pillsbury King. After his father left them when Stephen was two, he and his older brother, David, were raised by his mother. Parts of his childhood were spent in Fort Wayne, Indiana, where his father's family was at the time, and in Stratford, Connecticut. When Stephen was eleven, his mother brought her children back to Durham, Maine, for good. Her parents, Guy and Nellie Pillsbury, had become incapacitated with old age, and Ruth King was persuaded by her sisters to take over the physical care of them. Other family members provided a small house in Durham and financial support. After Stephen's grandparents passed away, Mrs. King found work in the kitchens of Pineland, a ne"
25, Edge of Eternity (The Century Trilogy #3), Ken Follett, https://www.goodreads.com/author/show/3447.Ken_Follett, https://images.gr-assets.com/authors/1604049089p5/3447.jpg," Cardiff, The United Kingdom", http://www.ken-follett.com/," Ken Follett is one of the world’s most successful authors. Over 170 million copies of the 36 books he has written have been sold in over 80 countries and in 33 languages.Born on June 5th, 1949 in Cardiff, Wales, the son of a tax inspector, Ken was educated at state schools and went on to graduate from University College, London, with an Honours degree in Philosophy – later to be made a Fellow of the College in 1995.He started his career as a reporter, first with his hometown newspaper the South Wales Echo and then with the London Evening News. Subsequently, he worked for a small London publishing house, Everest Books, eventually becoming Deputy Managing Director.Ken’s first major success came with the publication of Eye of the Needle in 197"
26, The Selection (The Selection #1), Kiera Cass, https://www.goodreads.com/author/show/2987125.Kiera_Cass, https://images.gr-assets.com/authors/1318605410p5/2987125.jpg, The United States, http://www.kieracass.com/," 100 Things I Love:Being married. Cake. The smell of Autumn. Motherhood. Books. Elephants. Back rubs. On demand movies. Actually going out to movies. Faith. Cinnamon rolls. My family. Butterflies. When my kitchen is clean. Crayons. Pink. Tote bags. Dancing. Organizing via color coordination. That my wedding dress was tea length, not floor. Baking. My house. Writing utensils. Paper. India. The sound of water. Making videos. Buttons. The word Episcopalian. Making people laugh. Layering clothes. British accents. Pinterest. Animation. Fireworks. The smell of the Ocean. My wedding rings. Aprons. Reasons to get dressed up. Sex. Pop music. Stars. Taking walks. Daydreaming. Stickers. School Spirit. My friends. Living in a small town. Japan. Singing."
27, Station Eleven, Emily St. John Mandel, https://www.goodreads.com/author/show/2786093.Emily_St_John_Mandel, https://images.gr-assets.com/authors/1576606299p5/2786093.jpg," Comox, British Columbia, Canada", http://www.emilymandel.com," Emily St. John Mandel was born and raised on the west coast of British Columbia, Canada. She studied contemporary dance at the School of Toronto Dance Theatre and lived briefly in Montreal before relocating to New York. She is the author of five novels, including The Glass Hotel (spring 2020) and Station Eleven (2014.) Station Eleven was a finalist for a National Book Award and the PEN/Faulkner Award, won the Morning News Tournament of Books, and has been translated into 34 languages. She lives in NYC with her husband and daughter. "
